Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount,ObjectId
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Field Services,Field Services,Services,4255,Conferences / seminars,2800,1852
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Field Services,Field Services,Services,4312,Courses / seminars,3000,1853
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4206,Business travel - mileage,0,1854
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Benefits,1766,CPP - Contract,0,1855
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4225,Business travel - public transit,100,1856
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4230,Business travel - other expenses,3000,1857
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4255,Conferences / seminars,3600,1858
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Benefits,1767,CPP - Non-qualified,0,1859
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4084,Public relations / promotions,800,1860
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4312,Courses / seminars,1900,1861
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Benefits,1773,OMERS - Uniform,653900,1862
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4086,Translations / interpreters,300,1863
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4341,Clothing reimbursement,0,1864
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Benefits,1776,OMERS - Civilian,3282800,1865
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4140,Prisoners' meals,9000,1866
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4424,Contracted Services - general,0,1867
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Benefits,1778,OMERS - Contract,0,1868
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4144,Investigative expenses,400,1869
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4516,Repairs - technical equipment,0,1870
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Equipment,3310,Furnishings,0,1871
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4225,Business travel - public transit,100,1872
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4608,Clean/repair furniture,2000,1873
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Equipment,3410,Computers - hardware,2600,1874
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Equipment,3420,Computers - software,0,1875
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Equipment,3620,Telephone equipment,0,1876
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Materials & Supplies,2010,Stationery and office supplies,32800,1877
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Materials & Supplies,2012,Parking tag books,0,1878
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Materials & Supplies,2020,Books & Magazines,400,1879
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Materials & Supplies,2082,Health & Safety supplies,10000,1880
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Materials & Supplies,2183,Parts - communication,21300,1881
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Materials & Supplies,2999,Miscellaneous materials,200,1882
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1571,Court premium pay - Uniform,0,1883
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1572,Overtime premium pay - Uniform,0,1884
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1573,Callback premium pay - Uniform,0,1885
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1574,Lieutime premium pay - Uniform,0,1886
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1581,Court premium pay - Civilian,300,1887
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1582,Overtime premium pay - Civilian,101100,1888
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1583,Callback premium pay - Civilian,328400,1889
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1584,Lieutime premium pay - Civilian,132800,1890
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1592,Overtime premium pay - Contract,0,1891
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1593,Callback premium pay - Contract,0,1892
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Benefits,1765,CPP - Civilian,51000,1893
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Premium Pay,1594,Lieutime premium pay - Contract,0,1894
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Revenues,7654,IDR - Toronto Fire,0,1895
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Revenues,8528,Training recoveries,0,1896
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Revenues,8557,Recoveries - Communication salaries,-1018700,1897
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Revenues,9030,Miscellaneous revenues,0,1898
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Salaries,1502,Regular salaries - Civilian Sr. Officer,171100,1899
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Salaries,1503,Regular salaries - Uniform Sr. Officer,0,1900
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Salaries,1504,Regular salaries - Uniform,5175900,1901
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Salaries,1505,Regular salaries - Civilian A,2133000,1902
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Salaries,1507,Regular salaries - Civilian C,27899700,1903
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4659,Maintenance - computer,2500,1904
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4760,Membership fees,900,1905
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4230,Business travel - other expenses,300,1906
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4770,Parking expenses,300,1907
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4804,Wireless devices,0,1908
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4811,Wireless services,4400,1909
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4255,Conferences / seminars,2800,1910
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4813,Internet,0,1911
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4312,Courses / seminars,1000,1912
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4815,Courier services,400,1913
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4316,Special Events expenses,0,1914
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4860,Hazardous waste removal,0,1915
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Communication Services,Services,4970,Services & rents - general,1000,1916
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Benefits,1744,EI - Uniform,38400,1917
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Benefits,1746,EI - Civilian,3600,1918
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Benefits,1764,CPP - Uniform,108800,1919
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Benefits,1765,CPP - Civilian,10200,1920
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Benefits,1773,OMERS - Uniform,550500,1921
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Benefits,1776,OMERS - Civilian,23400,1922
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Equipment,3099,General equipment,0,1923
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Equipment,3310,Furnishings,0,1924
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Equipment,3410,Computers - hardware,0,1925
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Equipment,3420,Computers - software,0,1926
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Materials & Supplies,2010,Stationery and office supplies,5000,1927
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Materials & Supplies,2082,Health & Safety supplies,0,1928
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Materials & Supplies,2183,Parts - communication,0,1929
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Materials & Supplies,2999,Miscellaneous materials,100,1930
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Premium Pay,1571,Court premium pay - Uniform,0,1931
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Premium Pay,1572,Overtime premium pay - Uniform,0,1932
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),Field Services (Pillar),Priority Operations,Toronto Police Operations Centre,Premium Pay,1573,Callback premium pay - Uniform,0,1933
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Benefits,1766,CPP - Contract,0,1934
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4341,Clothing reimbursement,0,1935
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4441,Contracted services - Cable TV,1400,1936
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4444,Contracted services - renovations,0,1937
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4516,Repairs - technical equipment,200,1938
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4608,Clean/repair furniture,1600,1939
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4760,Membership fees,0,1940
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4770,Parking expenses,200,1941
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4804,Wireless devices,0,1942
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4811,Wireless services,6200,1943
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4815,Courier services,200,1944
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4826,CPLC expenditures,0,1945
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4860,Hazardous waste removal,0,1946
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,4970,Services & rents - general,200,1947
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Services,7080,IDC - Other services,0,1948
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1744,EI - Uniform,208800,1949
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1746,EI - Civilian,27700,1950
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1748,EI - Non-qualified,0,1951
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1764,CPP - Uniform,591600,1952
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1765,CPP - Civilian,78300,1953
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1767,CPP - Non-qualified,0,1954
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1773,OMERS - Uniform,2390700,1955
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1776,OMERS - Civilian,206300,1956
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Benefits,1778,OMERS - Contract,0,1957
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Equipment,3310,Furnishings,0,1958
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Equipment,3410,Computers - hardware,0,1959
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Equipment,3420,Computers - software,0,1960
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Equipment,3978,Other office equipment,0,1961
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Equipment,3982,Video production equipment,0,1962
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Materials & Supplies,2010,Stationery and office supplies,25100,1963
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Materials & Supplies,2020,Books & Magazines,400,1964
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Materials & Supplies,2080,Photo / Video supplies,1500,1965
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Materials & Supplies,2082,Health & Safety supplies,100,1966
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Benefits,1767,CPP - Non-qualified,0,1967
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Benefits,1773,OMERS - Uniform,2806200,1968
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Benefits,1776,OMERS - Civilian,128900,1969
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Equipment,3310,Furnishings,0,1970
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Equipment,3410,Computers - hardware,0,1971
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Equipment,3420,Computers - software,0,1972
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Equipment,3978,Other office equipment,0,1973
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Equipment,3982,Video production equipment,0,1974
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Materials & Supplies,2010,Stationery and office supplies,30600,1975
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Materials & Supplies,2020,Books & Magazines,500,1976
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Materials & Supplies,2080,Photo / Video supplies,500,1977
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Materials & Supplies,2082,Health & Safety supplies,500,1978
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Materials & Supplies,2083,Fingerprint supplies,400,1979
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Materials & Supplies,2999,Miscellaneous materials,700,1980
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1571,Court premium pay - Uniform,0,1981
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1572,Overtime premium pay - Uniform,0,1982
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1573,Callback premium pay - Uniform,0,1983
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1574,Lieutime premium pay - Uniform,0,1984
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1577,Callback (TAVIS) premium pay - Uniform,0,1985
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1578,Callback (Command Initiatives) - Uniform,0,1986
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1581,Court premium pay - Civilian,0,1987
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1582,Overtime premium pay - Civilian,200,1988
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1583,Callback premium pay - Civilian,0,1989
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Premium Pay,1584,Lieutime premium pay - Civilian,500,1990
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Revenues,9030,Miscellaneous revenues,0,1991
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1503,Regular salaries - Uniform Sr. Officer,332000,1992
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1504,Regular salaries - Uniform,22366900,1993
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1505,Regular salaries - Civilian A,233000,1994
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1507,Regular salaries - Civilian C,1019300,1995
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1514,Temporary - short-term,0,1996
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1517,School Crossing Guards,0,1997
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,1998
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1533,Alternate rate - Uniform,25100,1999
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 11,Salaries,1534,Alternate rate - Civilian A,3700,2000
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Materials & Supplies,2083,Fingerprint supplies,400,2001
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Services,4826,CPLC expenditures,0,2002
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Services,4860,Hazardous waste removal,0,2003
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Services,4970,Services & rents - general,100,2004
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1744,EI - Uniform,298800,2005
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1746,EI - Civilian,43200,2006
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1748,EI - Non-qualified,0,2007
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1764,CPP - Uniform,846600,2008
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1765,CPP - Civilian,122400,2009
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1767,CPP - Non-qualified,0,2010
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1773,OMERS - Uniform,3316400,2011
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Benefits,1776,OMERS - Civilian,307400,2012
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Equipment,3099,General equipment,0,2013
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Equipment,3310,Furnishings,0,2014
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Equipment,3410,Computers - hardware,0,2015
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 22, 23",Division 22,Premium Pay,1571,Court premium pay - Uniform,0,2016
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Equipment,3420,Computers - software,0,2017
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Equipment,3978,Other office equipment,0,2018
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Equipment,3980,Cameras and lenses,0,2019
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 31,Division 31,Revenues,9030,Miscellaneous revenues,0,2020
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1551,Shift Bonus - Uniform,81500,2021
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 22, 23",Division 23,Benefits,1764,CPP - Uniform,656200,2022
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Equipment,3983,Other photo/video equipment,0,2023
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Materials & Supplies,2010,Stationery and office supplies,28800,2024
